id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,business_hours,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,attributes.business_temp_closed,attributes.menu_url,attributes.open24_hours,attributes.waitlist_reservation,station
kTLcEmu3T0uJNo9YFfKVpA,wright-s-barbecue-bentonville,Wright’s Barbecue,https://s3-media0.fl.yelpcdn.com/bphoto/P1Ht3YbnzDVyiaWfbP3FLw/o.jpg,False,https://www.yelp.com/biz/wright-s-barbecue-bentonville?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,233,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'catering', 'title': 'Caterers'}]",4.6,"['pickup', 'delivery']",$$,+14793672619,(479) 367-2619,1407.3459812905778,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",36.37493,-94.207144,208 NE 3rd St,,,Bentonville,72712,US,AR,"['208 NE 3rd St', 'Bentonville, AR 72712']",,,,,0
72HO4so59A40oSOTYRDtAA,azul-tequila-bentonville-4,Azul Tequila,https://s3-media0.fl.yelpcdn.com/bphoto/wWk6ekdtDcDs1ctegIvOzQ/o.jpg,False,https://www.yelp.com/biz/azul-tequila-bentonville-4?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,107,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.1,[],,+14795537184,(479) 553-7184,1134.556672769971,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",36.37276,-94.20909,111 N Main St,,,Bentonville,72712,US,AR,"['111 N Main St', 'Bentonville, AR 72712']",,https://azultequilabistro.com/menu/,,,0
TnkVM6RSMPg9dg2qHz77Dg,callisto-bentonville,Callisto,https://s3-media0.fl.yelpcdn.com/bphoto/3JWzK2TS3rKRknUVD-n21A/o.jpg,False,https://www.yelp.com/biz/callisto-bentonville?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,24,"[{'alias': 'tikibars', 'title': 'Tiki Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.6,[],,+14798024540,(479) 802-4540,860.4459414230661,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1600', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",36.367326,-94.209962,407 SW A St,,,Bentonville,72712,US,AR,"['407 SW A St', 'Bentonville, AR 72712']",,https://www.callisto.bar/menu,,,0
Kc81NdImf0Gn3QxjWEMURg,aoi-sushi-bentonville,Aoi Sushi,https://s3-media0.fl.yelpcdn.com/bphoto/fwX2Of-JID9zLir8WPj2OA/o.jpg,False,https://www.yelp.com/biz/aoi-sushi-bentonville?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,89,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.2,['delivery'],,+14793672825,(479) 367-2825,1279.2129232529473,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",36.3741904307957,-94.2082431882931,211 NE A St,,,Bentonville,72712,US,AR,"['211 NE A St', 'Bentonville, AR 72712']",,https://mcusercontent.com/6f3fc46ca36d9431cb74a8607/images/c43cdd15-bb66-458f-b44e-5fcf4aabde9b.jpg,,,0
ueSxcS633dlpjqsdGJQfhw,oven-and-tap-bentonville,Oven & Tap,https://s3-media0.fl.yelpcdn.com/bphoto/J-Mty7a4Xe7z4xm46MvH5A/o.jpg,False,https://www.yelp.com/biz/oven-and-tap-bentonville?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,292,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.8,"['pickup', 'delivery']",$$,+14792685884,(479) 268-5884,1078.7870994236189,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",36.3709258932401,-94.2084700986743,215 S Main St,,,Bentonville,72714,US,AR,"['215 S Main St', 'Bentonville, AR 72714']",,,,,0
qbMIpjnwFEdd_RO6VgorZw,scotch-and-soda-bentonville,Scotch & Soda,https://s3-media0.fl.yelpcdn.com/bphoto/pG4EX2VP1ch00LSsp3xqBg/o.jpg,False,https://www.yelp.com/biz/scotch-and-soda-bentonville?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,90,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.7,['delivery'],$$,+14793196874,(479) 319-6874,1035.152408821379,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1300', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1300', 'end': '0100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",36.3722406290856,-94.20987198574028,121 W Central Ave,,,Bentonville,72712,US,AR,"['121 W Central Ave', 'Bentonville, AR 72712']",,http://www.thescotchandsoda.com/menus,,,0
hUm7DYwpYXeTCvGNJzhi7w,junto-coming-soon-bentonville,Junto,https://s3-media0.fl.yelpcdn.com/bphoto/aM6CdULxrFIRGnQIOGXoOg/o.jpg,False,https://www.yelp.com/biz/junto-coming-soon-bentonville?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,36,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.7,[],,+14793455005,(479) 345-5005,1033.8641884652777,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",36.3699803,-94.20857756380634,229 S Main St,Ste 100,,Bentonville,72712,US,AR,"['229 S Main St', 'Ste 100', 'Bentonville, AR 72712']",,https://www.juntosushi.com/menus/,,,0
xI1hhzjQq2Nwxtmrcl0_jg,the-witching-hour-bentonville,The Witching Hour,https://s3-media0.fl.yelpcdn.com/bphoto/cLVjkLelbUDiYODS4hB30Q/o.jpg,False,https://www.yelp.com/biz/the-witching-hour-bentonville?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,118,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.7,"['pickup', 'delivery']",$$,+14798022874,(479) 802-2874,863.7611935565392,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",36.364827378962616,-94.21041823743438,704 SW A St,,,Bentonville,72712,US,AR,"['704 SW A St', 'Bentonville, AR 72712']",,,,,0
9hndocJsnpgI0hyE_nwEHg,conifer-bentonville,Conifer,https://s3-media0.fl.yelpcdn.com/bphoto/rDkmZkcA1lTONn3Iyytvsg/o.jpg,False,https://www.yelp.com/biz/conifer-bentonville?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,46,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.2,[],,+14792035999,(479) 203-5999,1408.5131546933335,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",36.3716166,-94.2048512,321 SE 2nd St,,,Bentonville,72712,US,AR,"['321 SE 2nd St', 'Bentonville, AR 72712']",,https://www.coniferbentonville.com/conifer-menu,,,0
EnF22QZeZGa-tUbAf5Mt8w,pho-thanh-bentonville,Pho Thanh,https://s3-media0.fl.yelpcdn.com/bphoto/v0DpvxwWbHzK64mAHEHqyA/o.jpg,False,https://www.yelp.com/biz/pho-thanh-bentonville?adjust_creative=801gSx8JkE4veFRsat6pHA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=801gSx8JkE4veFRsat6pHA,213,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.1,['delivery'],$,+14792549127,(479) 254-9127,1033.1158226042728,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",36.35862,-94.21524,1204 S Walton Blvd,,,Bentonville,72712,US,AR,"['1204 S Walton Blvd', 'Bentonville, AR 72712']",,,,,0
